"","complnum","crimesuccess","HOUSING_PSA","JURISDICTION_CODE","jurisdic","code1","crimelevel","loc_desc","offense_desc1","park","PATROL_BORO","code2","offense_desc2","premise_type","date","STATION_NAME","SUSP_AGE_GROUP","SUSP_RACE","SUSP_SEX","TRANSIT_DISTRICT","VIC_AGE_GROUP","VIC_RACE","VIC_SEX","Latitude","Longitude","Lat_Lon","compl_year","compl_month","compl_day"
"520",794134589,"COMPLETED",NA,0,"N.Y. POLICE DEPT",105,"FELONY","INSIDE","ROBBERY",NA,"PATROL BORO MAN SOUTH",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","MARINA/PIER","05/06/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","F",40.729488307,-74.010735392,"(40.729488307, -74.010735392)","2018","06","05"
"521",206122028,"COMPLETED",NA,0,"N.Y. POLICE DEPT",347,"MISDEMEANOR",NA,"INTOXICATED & IMPAIRED DRIVING",NA,"PATROL BORO MAN SOUTH",905,"INTOXICATED DRIVING,ALCOHOL","STREET","05/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.722731067,-73.994153393,"(40.722731067, -73.994153393)","2018","06","05"
"522",560529254,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",101,"ASSAULT 3","STREET","05/06/2018",NA,"UNKNOWN","UNKNOWN","M",NA,"45-64","WHITE","M",40.725771261,-73.983748095,"(40.725771261, -73.983748095)","2018","06","05"
"523",221403775,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",101,"ASSAULT 3","BAR/NIGHT CLUB","05/06/2018",NA,"25-44","WHITE","M",NA,"25-44","WHITE","M",40.728480459,-73.984645825,"(40.728480459, -73.984645825)","2018","06","05"
"524",353555751,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN","MARINA/PIER","05/06/2018",NA,"25-44","BLACK HISPANIC","M",NA,"25-44","BLACK","F",40.729488307,-74.010735392,"(40.729488307, -74.010735392)","2018","06","05"
"525",184030935,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY",NA,"GRAND LARCENY",NA,"PATROL BORO MAN NORTH",417,"LARCENY,GRAND FROM PERSON,PURS","OTHER","05/06/2018",NA,"UNKNOWN","UNKNOWN","M",NA,"25-44","WHITE","F",40.786108082,-73.939659683,"(40.786108082, -73.939659683)","2018","06","05"
"526",295883886,"COMPLETED",NA,0,"N.Y. POLICE DEPT",126,"FELONY","FRONT OF","MISCELLANEOUS PENAL LAW",NA,"PATROL BORO MAN NORTH",198,"CRIMINAL CONTEMPT 1","RESIDENCE - APT. HOUSE","05/06/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","F",40.836857093,-73.937933207,"(40.836857093, -73.937933207)","2018","06","05"
"527",148766544,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","05/06/2018",NA,"45-64","WHITE HISPANIC","F",NA,"45-64","WHITE HISPANIC","M",40.802960428,-73.965672707,"(40.802960428, -73.965672707)","2018","06","05"
"528",134151890,"COMPLETED",NA,0,"N.Y. POLICE DEPT",347,"MISDEMEANOR",NA,"INTOXICATED & IMPAIRED DRIVING",NA,"PATROL BORO MAN NORTH",905,"INTOXICATED DRIVING,ALCOHOL","STREET","05/06/2018",NA,"25-44","WHITE","M",NA,"UNKNOWN","UNKNOWN","E",40.818957366,-73.952202791,"(40.818957366, -73.952202791)","2018","06","05"
"529",988238751,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","05/06/2018",NA,"45-64","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.798841501,-73.968871281,"(40.798841501, -73.968871281)","2018","06","05"
"530",228527758,"COMPLETED",NA,0,"N.Y. POLICE DEPT",105,"FELONY","FRONT OF","ROBBERY",NA,"PATROL BORO MAN SOUTH",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","RESIDENCE - APT. HOUSE","05/06/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","M",40.721978958,-73.993334525,"(40.721978958, -73.993334525)","2018","06","05"
"531",336694478,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",111,"FELONY",NA,"POSSESSION OF STOLEN PROPERTY",NA,"PATROL BORO MAN SOUTH",494,"STOLEN PROPERTY 2,1,POSSESSION","TRANSIT - NYC SUBWAY","05/06/2018","W. 4 STREET","45-64","BLACK","M",2,"UNKNOWN","UNKNOWN","E",40.731714801,-74.000957613,"(40.731714801, -74.000957613)","2018","06","05"
"532",278441730,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","BAR/NIGHT CLUB","05/06/2018",NA,"UNKNOWN","UNKNOWN","M",NA,"18-24","WHITE HISPANIC","M",40.863997218,-73.924889012,"(40.863997218, -73.924889012)","2018","06","05"
"533",721194622,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","05/06/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.782781892,-73.980542114,"(40.782781892, -73.980542114)","2018","06","05"
"534",824676393,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",114,"OBSTR BREATH/CIRCUL","RESIDENCE - APT. HOUSE","05/06/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","F",40.82864828,-73.939104387,"(40.82864828, -73.939104387)","2018","06","05"
"535",251744950,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR",NA,"ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","STREET","05/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"25-44","WHITE HISPANIC","F",40.831576128,-73.942982699,"(40.831576128, -73.942982699)","2018","06","05"
"536",274056726,"COMPLETED",NA,0,"N.Y. POLICE DEPT",347,"MISDEMEANOR","OPPOSITE OF","INTOXICATED & IMPAIRED DRIVING",NA,"PATROL BORO MAN NORTH",905,"INTOXICATED DRIVING,ALCOHOL","STREET","05/06/2018",NA,"45-64","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.856400421,-73.930106712,"(40.856400421, -73.930106712)","2018","06","05"
"537",845746978,"ATTEMPTED",NA,0,"N.Y. POLICE DEPT",117,"FELONY","FRONT OF","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",501,"CONTROLLED SUBSTANCE,POSSESS.","STREET","05/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","E",40.797189389,-73.93609932,"(40.797189389, -73.93609932)","2018","06","05"
"538",714257046,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","BAR/NIGHT CLUB","05/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"18-24","WHITE","F",40.739161316,-74.001105672,"(40.739161316, -74.001105672)","2018","06","05"
"539",927541515,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","05/06/2018",NA,"25-44","BLACK","M",NA,"65+","WHITE","M",40.746432121,-74.003231473,"(40.746432121, -74.003231473)","2018","06","05"
"540",147479182,"COMPLETED",619,2,"N.Y. HOUSING POLICE",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE - PUBLIC HOUSING","05/06/2018",NA,"45-64","WHITE HISPANIC","F",NA,"25-44","WHITE HISPANIC","F",40.788721243,-73.939996774,"(40.788721243, -73.939996774)","2018","06","05"
"541",809963806,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","05/06/2018",NA,"25-44","BLACK","F",NA,"25-44","BLACK","F",40.801552393,-73.957467071,"(40.801552393, -73.957467071)","2018","06","05"
"542",602475071,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR",NA,"CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","05/06/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.718564066,-73.988201454,"(40.718564066, -73.988201454)","2018","06","05"
"543",699665601,"COMPLETED",NA,0,"N.Y. POLICE DEPT",126,"FELONY",NA,"MISCELLANEOUS PENAL LAW",NA,"PATROL BORO MAN SOUTH",112,"MENACING 1ST DEGREE (VICT NOT","STREET","05/06/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","M",40.722506571,-73.976894317,"(40.722506571, -73.976894317)","2018","06","05"
"544",209644868,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","05/06/2018",NA,"25-44","WHITE","M",NA,"25-44","WHITE HISPANIC","M",40.754089855,-73.993941298,"(40.754089855, -73.993941298)","2018","06","05"
"545",596523435,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","GROCERY/BODEGA","05/06/2018",NA,"UNKNOWN","BLACK HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",40.834429577,-73.940891511,"(40.834429577, -73.940891511)","2018","06","05"
"546",446144097,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",361,"MISDEMEANOR",NA,"OFF. AGNST PUB ORD SENSBLTY &",NA,"PATROL BORO MAN SOUTH",661,"LEWDNESS,PUBLIC","TRANSIT - NYC SUBWAY","05/06/2018","14 STREET",NA,NA,NA,2,"45-64","UNKNOWN","F",40.738560221,-73.999683896,"(40.738560221, -73.999683896)","2018","06","05"
"547",589051293,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","05/06/2018",NA,"25-44","WHITE","M",NA,"25-44","WHITE","F",40.737264403,-74.008232368,"(40.737264403, -74.008232368)","2018","06","05"
"548",733820014,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","05/06/2018",NA,"25-44","WHITE","F",NA,"25-44","WHITE","M",40.737264403,-74.008232368,"(40.737264403, -74.008232368)","2018","06","05"
"549",416914397,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","BAR/NIGHT CLUB","05/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","UNKNOWN","M",40.719708749,-73.989424201,"(40.719708749, -73.989424201)","2018","06","05"
"550",218118638,"COMPLETED",645,2,"N.Y. HOUSING POLICE",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &",NA,"PATROL BORO MAN NORTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - PUBLIC HOUSING","05/06/2018",NA,"25-44","UNKNOWN","M",NA,"25-44","BLACK","F",40.811130194,-73.936714506,"(40.811130194, -73.936714506)","2018","06","05"
"551",920236505,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","RESIDENCE - APT. HOUSE","05/06/2018",NA,NA,NA,NA,NA,"25-44","WHITE","F",40.779945038,-73.948695837,"(40.779945038, -73.948695837)","2018","06","04"
"552",981943516,"COMPLETED",598,2,"N.Y. HOUSING POLICE",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",305,"LARCENY,PETIT BY CREDIT CARD U","RESIDENCE - PUBLIC HOUSING","05/04/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","WHITE HISPANIC","M",40.708774095,-73.998533426,"(40.708774095, -73.998533426)","2018","06","04"
"553",461122725,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","MAILBOX INSIDE","04/27/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"45-64","BLACK HISPANIC","F",40.803889605,-73.954091893,"(40.803889605, -73.954091893)","2018","06","02"
"554",509454758,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","04/26/2018",NA,"45-64","WHITE","M",NA,"25-44","WHITE","F",40.770895641,-73.955298812,"(40.770895641, -73.955298812)","2018","06","03"
"555",831297162,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","STREET","04/24/2018",NA,NA,NA,NA,NA,"45-64","BLACK","M",40.774602082,-73.94501725,"(40.774602082, -73.94501725)","2018","06","04"
"556",852144023,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","04/24/2018",NA,NA,NA,NA,NA,"25-44","WHITE","M",40.784507365,-73.975482557,"(40.784507365, -73.975482557)","2018","06","04"
"557",501916594,"COMPLETED",NA,0,"N.Y. POLICE DEPT",340,"MISDEMEANOR","INSIDE","FRAUDS",NA,"PATROL BORO MAN SOUTH",718,"FRAUD,UNCLASSIFIED-MISDEMEANOR","COMMERCIAL BUILDING","04/20/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.724885591,-74.007725746,"(40.724885591, -74.007725746)","2018","06","04"
"558",676296282,"COMPLETED",NA,0,"N.Y. POLICE DEPT",111,"FELONY","INSIDE","POSSESSION OF STOLEN PROPERTY",NA,"PATROL BORO MAN SOUTH",494,"STOLEN PROPERTY 2,1,POSSESSION","JEWELRY","04/19/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","F",40.757346324,-73.980181368,"(40.757346324, -73.980181368)","2018","06","04"
"559",497643877,"COMPLETED",NA,0,"N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE",NA,"PATROL BORO MAN NORTH",155,"RAPE 2","RESIDENCE - APT. HOUSE","04/19/2018",NA,"18-24","BLACK HISPANIC","M",NA,"<18","BLACK HISPANIC","F",40.851487774,-73.935457967,"(40.851487774, -73.935457967)","2018","06","04"
"560",880694258,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","MAILBOX OUTSIDE","04/19/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"UNKNOWN","UNKNOWN","D",40.758133881,-73.97913796,"(40.758133881, -73.97913796)","2018","06","03"
"561",927900074,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","CONSTRUCTION SITE","04/18/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"UNKNOWN","UNKNOWN","D",40.757379872,-73.984126607,"(40.757379872, -73.984126607)","2018","06","04"
"562",531234217,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","RESTAURANT/DINER","04/18/2018",NA,NA,NA,NA,NA,"25-44","WHITE","F",40.747729682,-73.986839293,"(40.747729682, -73.986839293)","2018","06","04"
"563",299090042,"COMPLETED",NA,0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &",NA,"PATROL BORO MAN SOUTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","04/18/2018",NA,"25-44","WHITE","F",NA,"18-24","WHITE","F",40.759148724,-73.964901161,"(40.759148724, -73.964901161)","2018","06","03"
"564",380019015,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","BAR/NIGHT CLUB","04/17/2018",NA,NA,NA,NA,NA,"45-64","BLACK","M",40.721822019,-73.987479351,"(40.721822019, -73.987479351)","2018","06","04"
"565",347168516,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","04/17/2018",NA,"25-44","WHITE","M",NA,"25-44","WHITE HISPANIC","M",40.741077159,-73.999709145,"(40.741077159, -73.999709145)","2018","06","04"
"566",879876250,"COMPLETED",609,2,"N.Y. HOUSING POLICE",359,"MISDEMEANOR","INSIDE","OFFENSES AGAINST PUBLIC ADMINI",NA,"PATROL BORO MAN SOUTH",749,"VIOLATION OF ORDER OF PROTECTI","RESIDENCE - PUBLIC HOUSING","04/16/2018",NA,"25-44","WHITE HISPANIC","M",NA,"<18","WHITE HISPANIC","F",40.721449408,-73.974838343,"(40.721449408, -73.974838343)","2018","06","04"
"567",943543654,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","04/16/2018",NA,"UNKNOWN","UNKNOWN","M",NA,"65+","BLACK","F",40.814631743,-73.946107719,"(40.814631743, -73.946107719)","2018","06","04"
"568",965361105,"COMPLETED",45386,2,"N.Y. HOUSING POLICE",578,"VIOLATION",NA,"HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - PUBLIC HOUSING","04/16/2018",NA,"UNKNOWN","UNKNOWN","M",NA,"45-64","BLACK HISPANIC","F",40.861803596,-73.923962376,"(40.861803596, -73.923962376)","2018","06","04"
"569",870355686,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE - APT. HOUSE","04/16/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"65+","WHITE","F",40.733149873,-73.989948872,"(40.733149873, -73.989948872)","2018","06","03"
"570",718675876,"ATTEMPTED",NA,0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY",NA,"PATROL BORO MAN SOUTH",213,"BURGLARY,COMMERCIAL,NIGHT","JEWELRY","04/15/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"UNKNOWN","UNKNOWN","D",40.740360538,-73.99255322,"(40.740360538, -73.99255322)","2018","06","04"
"571",171134181,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","TAXI (LIVERY LICENSED)","04/15/2018",NA,NA,NA,NA,NA,"25-44","WHITE","F",40.721034458,-73.989312155,"(40.721034458, -73.989312155)","2018","06","04"
"572",819171858,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","RESIDENCE - APT. HOUSE","04/14/2018",NA,NA,NA,NA,NA,"45-64","WHITE HISPANIC","F",40.799709987,-73.943125571,"(40.799709987, -73.943125571)","2018","06","03"
"573",472366180,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE - APT. HOUSE","04/12/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","WHITE","F",40.814014432,-73.960240834,"(40.814014432, -73.960240834)","2018","06","04"
"574",192962417,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",313,"LARCENY,PETIT BY FALSE PROMISE","OTHER","04/12/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"18-24","BLACK","M",40.70620464,-74.009159081,"(40.70620464, -74.009159081)","2018","06","04"
"575",300490772,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","FRONT OF","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",443,"LARCENY,GRAND OF BICYCLE","RESIDENCE - APT. HOUSE","04/11/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.724610989,-73.990581522,"(40.724610989, -73.990581522)","2018","06","04"
"576",940540344,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED","BANK","04/11/2018",NA,NA,NA,NA,NA,"25-44","WHITE","F",40.849617531,-73.933522375,"(40.849617531, -73.933522375)","2018","06","04"
"577",900342902,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","FRONT OF","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",443,"LARCENY,GRAND OF BICYCLE","RESTAURANT/DINER","04/11/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",40.731613204,-74.003219929,"(40.731613204, -74.003219929)","2018","06","04"
"578",137852518,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","04/11/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"18-24","ASIAN/PAC.ISL","M",40.790006885,-73.947918871,"(40.790006885, -73.947918871)","2018","06","04"
"579",427887740,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE - APT. HOUSE","04/11/2018",NA,NA,NA,NA,NA,"45-64","WHITE","M",40.74147093,-73.981579047,"(40.74147093, -73.981579047)","2018","06","04"
"580",172164564,"COMPLETED",NA,0,"N.Y. POLICE DEPT",340,"MISDEMEANOR","INSIDE","FRAUDS",NA,"PATROL BORO MAN SOUTH",718,"FRAUD,UNCLASSIFIED-MISDEMEANOR","RESIDENCE - APT. HOUSE","04/11/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"65+","WHITE","F",40.727883116,-73.998561871,"(40.727883116, -73.998561871)","2018","06","04"
"581",821659147,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",313,"LARCENY,PETIT BY FALSE PROMISE","SMALL MERCHANT","04/11/2018",NA,"18-24","BLACK","M",NA,"25-44","BLACK","M",40.70620464,-74.009159081,"(40.70620464, -74.009159081)","2018","06","04"
"582",553314393,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",307,"LARCENY,PETIT BY DISHONEST EMP","DEPARTMENT STORE","04/11/2018",NA,"45-64","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.761252608,-73.969885144,"(40.761252608, -73.969885144)","2018","06","04"
"583",714625568,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED","RESIDENCE - APT. HOUSE","04/11/2018",NA,"25-44","WHITE HISPANIC","F",NA,"25-44","WHITE","M",40.76140476,-73.999676569,"(40.76140476, -73.999676569)","2018","06","04"
"584",466691228,"COMPLETED",664,2,"N.Y. HOUSING POLICE",359,"MISDEMEANOR","INSIDE","OFFENSES AGAINST PUBLIC ADMINI",NA,"PATROL BORO MAN NORTH",748,"CONTEMPT,CRIMINAL","RESIDENCE - PUBLIC HOUSING","04/11/2018",NA,"25-44","BLACK","U",NA,"25-44","WHITE","F",40.797142287,-73.945966574,"(40.797142287, -73.945966574)","2018","06","04"
"585",413082105,"COMPLETED",NA,0,"N.Y. POLICE DEPT",359,"MISDEMEANOR","INSIDE","OFFENSES AGAINST PUBLIC ADMINI",NA,"PATROL BORO MAN SOUTH",749,"VIOLATION OF ORDER OF PROTECTI","RESIDENCE - APT. HOUSE","04/11/2018",NA,"18-24","WHITE","M",NA,"UNKNOWN","UNKNOWN","F",40.733537296,-73.997540609,"(40.733537296, -73.997540609)","2018","06","03"
"586",217651332,"COMPLETED",NA,0,"N.Y. POLICE DEPT",352,"MISDEMEANOR","INSIDE","CRIMINAL TRESPASS",NA,"PATROL BORO MAN SOUTH",203,"TRESPASS 3, CRIMINAL","COMMERCIAL BUILDING","04/10/2018",NA,"UNKNOWN","UNKNOWN","M",NA,"UNKNOWN","UNKNOWN","D",40.742553834,-74.000492239,"(40.742553834, -74.000492239)","2018","06","04"
